time,action,inst_id,side,price,size,ord_id,sl_price,tp_price,pnl_pct,vol_ratio,rsi,atr,status
2026-03-25 19:00:13,📉 加权做空 @2183.27 (分=56 情绪69/ADX31/ML13),ETH-USDT-SWAP,sell,2183.27,1,3420337992246976512,2226.9354,2095.9392,0.00,0.00,0.0,0.000000,success
2026-03-25 19:04:54,"📰 情绪反转平空 (score=73>65, 2维确认, PnL=-0.02%)",ETH-USDT-SWAP,close_short,2183.68,1,3420347449362309120,0,0,-0.00,0.00,0.0,0.000000,success
2026-03-25 19:07:33,📉 加权做空 @2183.66 (分=56 情绪73/ADX31/ML13),ETH-USDT-SWAP,sell,2183.66,1,3420352746197835776,2227.3332,2096.3136,0.00,0.00,0.0,0.000000,success
2026-03-25 19:20:38,"📰 情绪反转平空 (score=67>65, 3维确认, PnL=-0.37%)",ETH-USDT-SWAP,close_short,2191.8,1,3420379124544790528,0,0,-0.37,0.00,0.0,0.000000,success
2026-03-25 19:22:15,📉 加权做空 @2188.74 (分=55 情绪67/ADX31/ML15),ETH-USDT-SWAP,sell,2188.74,1,3420382356675452928,2232.5148,2101.1904,0.00,0.00,0.0,0.000000,success
2026-03-25 19:24:52,"📰 情绪反转平空 (score=67>65, 3维确认, PnL=-0.01%)",ETH-USDT-SWAP,close_short,2189.0,1,3420387652940554240,0,0,-0.01,0.00,0.0,0.000000,success
2026-03-25 19:31:52,📉 加权做空 @2195.76 (分=59 情绪32/ADX31/ML25),ETH-USDT-SWAP,sell,2195.76,1,3420401709395435520,2239.6752,2064.0144,0.00,0.00,0.0,0.000000,success
2026-03-25 19:53:10,"📰 情绪反转平空 (score=76>75, 3维确认, PnL=+0.54%)",ETH-USDT-SWAP,close_short,2183.86,1,3420444649236946944,0,0,0.47,0.00,0.0,0.000000,success
2026-03-26 21:30:39,📉 加权做空 @2075.74 (分=52 情绪29/ADX32/ML29),ETH-USDT-SWAP,sell,2075.74,1,3423539973346254848,2117.2548,1909.6808,0.00,0.00,0.0,0.000000,success
2026-03-27 18:38:32,"💰 盈利落袋 (PnL=+2.68%, 情绪中性 score=49)",ETH-USDT-SWAP,close_short,2020.2,1,3426092652597567488,0,0,2.68,0.00,0.0,0.000000,success
2026-03-27 18:56:35,📈 加权做多 @1990.21 (分=58 情绪53/ADX37/ML75),ETH-USDT-SWAP,buy,1990.21,1,3426128961479335936,1950.4058,2069.8184,0.00,0.00,0.0,0.000000,success
2026-03-27 20:10:55,"📰 情绪反转平多 (score=29<35, 2维确认, PnL=-0.13%)",ETH-USDT-SWAP,close_long,1987.65,1,3426278641861353472,0,0,-0.13,0.00,0.0,0.000000,success
